"","AC001A","AC002A","AC004A","AC013A","AC014A","AC014B","AC014C","AC017A","AC018A","AC019A","AC022A","AC025A","AC028A","AC029A","AC030A","AC034A","AC035A","AC039A","AC042A","AC044A","AC046A","AC048A","AC9964","AC9965","AC9968","AC9969","AC9975","AC9996","AM001A","AM001B","AM001D","AS001A","AS003A","AT001A","AU001C","AU002A","AU003B","AU003D","AU004A","AU004B","AU004C","AU004D","AU005A","AU005B","AU005D","AU005E","AU005J","AU005L","AU009A","AU009B","AU010A","AU010B","AU014A","AU022A","AU023A","AU9983","AU9984","AU9987","AU9988","BR001A","BR003A","BR004A","BR005A","BR006A","BR9997","CA018A","CC001A","CM004A","CM010A","CM013A","CM014A","CM015A","CM015B","CM017A","CM020A","CM031A","CM031C","CM038A","CM048A","CM050A","CM051A","CM052A","CM101B","CM9989","CM9995","CO001A","CO001B","CY001A","CY002A","CY003A","CY004A","CY007A","CY010A","CY013A","CY9991","DE001A","DT002A","DT003A","DT004B","EU002A","EU002B","EU002D","EU002E","EU002K","EU003A","EU004A","EU009A","EU009C","EU011A","EU013A","EU014A","EU015A","EU016A","EU017A","EU019A","EU020A","EU021A","EU022A","EU025A","EU027A","EU028A","EU028B","EU031A","EU034A","EU039A","EU040A","EU046C","EU047A","EU048A","EU049A","EU049B","EU051A","EU051B","EU056A","EU057A","EU058A","EU9961","EU9962","EU9965","EU9969","FR001A","FR001B","FR002A","FR002C","FR005A","FR005D","FR006A","FR007A","FR008A","FR009F","FR010A","FR011A","FR015A","FR018A","FR9991","FU002A","FU002B","FU002F","GO003A","GO004A","GO006C","GO013A","GO023A","GO025B","GO025F","GY005A","HN001A","ME019A","NA002A","NA003A","NA003B","NA005A","NA005B","NA006A","NA006B","NA007A","NA008A","NA013A","NA014A","NA015A","NA016A","NA032A","NA033A","NA037A","NA038A","NA042A","NA043A","NA044A","NA045A","NA046A","NA048A","NA063A","NA068A","NA084A","NA086A","NA099A","NA101A","NA102A","NA112D","NA113A","NA114A","NA115A","NA129A","NA133A","NA135A","NA140A","NA149A","NA151A","NA156A","NA158A","NA160A","NA167A","NA170A","NA9904","NA9919","NA9955","NA9963","NA9964","NE003A","NE003B","NE003C","NE004A","NE012A","NE020A","NE023A","NI002A","NI005A","NI008A","NI009A","NI009B","NI017A","NI021A","NI026A","NI027A","NI152A","NI9984","OP001A","PE002A","PI005A","PI007A","PI011A","PI014A","PI015A","PI016A","PI018A","PI018B","PI022B","PI023A","PI055A","PI056A","PI139A","PI164A","RH006B","SA001A","SA001B","SA006A","SA042A","SE001A","SP002A","ST004A","ST010A","SU002A","SU004A","SU005A","SU006A","SY002A","SY003A","SY004A","SY009A","SY010A","SY013A","SY043A","TA001A","TA002A","TA003A","TA004A","TA9996"
"MABE1",0,0.18,0,2.16,0,0,1.08,0,0,0,0,0,0,0.18,0,0,0,0,0.9,0,0.36,0.18,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,1.08,3.06,0,0,0,1.26,0,0,0,1.8,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.72,0,0,0.18,0,0,0,0,0,0.54,0,0,1.44,0,0,0,0,0,0,0,0,0.54,1.08,0,0.9,0,0.18,0.54,0.18,0,1.26,0.18,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,7.21,0,0.54,0.54,0,0.36,0,0,0,0,0,0.18,0,2.88,0,0,6.49,0,24.32,2.34,0.18,0,0,0,0,0,0.18,0,0,1.08,1.44,3.6,0.18,0.18,0,0,0.18,0,0,0,0,0,0.18,0.9,1.98,0,0.36,0,0,0,0.18,0.18,0,1.26,0.54,0,0.18,0,0.18,0,0,0.18,0,0,0,4.68,0,0,0,0,0,0,0,0,0.18,0,0,0,0.18,0,0,0.18,0,0,0,0,0,0,0.54,0,0.18,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0.36,0.54,0.18,0,0,0.18,0.18,0,0,0,0,0,0,0.36,0.18,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,3.06,0,0,0,0
"MACA1",0,0,0.19,3.49,0,0.39,0.78,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,8.74,0,0,0,3.3,0,0,0,0,4.47,0,0.19,0,0,0.78,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0.19,3.11,0,0.39,1.16,0,0.19,0.39,0,1.55,0.39,0,0.39,1.16,0.39,0.19,0.39,0.19,0,0.19,0,0,0,0,0,0,0,0,12.04,0.78,0.58,0,1.16,0.19,0,0,0,0.58,0,0.78,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0.39,0.39,6.02,6.21,0,1.36,0,0,0,0,0,0,0,0,0.19,0,0.39,0,0,0.19,0,0,0,0,0.19,0,0,0.97,0.19,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.39,0,0.19,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,1.16,0.19,0,0,0,0.19,0,0,0,0,0.78,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,11.46,0,0.19,1.16,0
"MANN1",0,1.59,0,46.02,0,0,0.2,0,0,0,0,0.4,0,1.2,1.2,0,0,0,0,0,0,0.4,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0.4,0,0,0,0.2,0,0,0,1.99,0,0,0.2,0,0,0.2,0,0,0,1,0,0,0.2,0,0,0.2,0.2,0,0.2,0,0,2.79,0.6,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0,0.2,0,0,0,0.2,0,0,0,4.38,0,0,0,0.2,1.2,0,3.98,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0.4,4.18,0.2,0.2,0,0,1.2,0,0,0.2,0,0,0.4,0,0,0,0.2,0.4,0.6,0,0,0,0,0,0,0.6,0,0,0.2,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0.6,0.2,0,0.8,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,3.59,0,0,2.99,0,0,0,0
"MINN1",0,0,0,6.19,0,0,0.19,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0.56,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,2.25,0.56,0,0,0,0,0,0,0,15.01,0.38,0,0,8.26,0.75,0,0,0.94,0.56,0,0,0,0,0.19,0,0.56,0,0,3.75,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0.38,2.25,0,0.75,1.31,0,0.94,0.19,0,0,0.19,0,0,0,0.38,0,0,0.56,0,0.19,0,0.75,0,0,0,0,0,0,0,0.19,0.38,0,0,0.38,0,0.19,0,0,0,0,0,0,0,0.19,0,0,5.25,0,0.19,0,0,0,0,0,0,0,0.38,9.57,0.75,0.56,0.94,0.75,0,0,0.56,0,0,0,0.75,0.19,1.13,0.56,0,0,0,0,0,0,0.19,0,0,0,0.75,0,5.63,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.19,0,0,0,1.69,0.19,0,0,0,0,0,0,0,0,0,0,2.25,0.19,0,0.19,0,0.38,0.19,0,0,0,0,0,0,0,0,0,0,0.19,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,2.81,0,0,0.75,0
"MUCK1",0.36,0.18,0,6.34,0,0.36,0.73,0,0,0,0.73,0,0,0,0.73,0,0.73,0,0.73,0,0.36,0,0,0,0,0,0.18,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0.18,0,0,0,0,0.18,0,0,0,0,0.36,0,0.18,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.54,1.45,1.09,0.36,0,0,0.73,0.73,0,0,0,0,0,0.36,0,0,1.45,0.18,0,0,0.18,0,0,0,0,0,0.73,0,8.7,0,1.09,0,0,5.07,0,0,0,0,0,0,0,0,0,0,3.26,0,3.99,0,0.36,0,0,3.26,0,0,0,0,0.36,1.45,4.17,1.81,4.17,0,0.18,0,0,0,0,0.18,0,0.36,0,1.63,0.36,0,0.18,0,0,0.18,0,0,0,0.36,0.36,0,0,0,0.73,0,0,1.45,0,0,0,0.54,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.18,0,0.73,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0.18,0,0,0,0.36,0,0.18,0,0.18,1.99,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,1.81,0.18,0,11.96,0,0,1.27,0
"NAGA1",0,0,0,0.85,0,5.54,2.13,0,0,0,9.38,0,0.43,0,0,0,0,0,0,0,0,3.41,0,0,37.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,8.1,0,0,0,0,0.21,2.13,0,0,0,0,0,0,2.13,0.43,0,0,0,0.85,0,0,0,0,2.13,0,1.07,0,0,0,0,0.64,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0.43,0,0,0,0,0,1.71,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0.21,0.21,0,0,0,0,0,0,0.64,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0.21,0,0,0,0,0,1.28,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0
"OCHI1",0,0.43,0.22,7.72,0,0.22,0,0,0,0,0.43,0,0,0,0.64,0,0.22,0.43,0,0.43,0.43,0,0,0,0,0,0,0,0,0.22,0.64,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,1.29,0,0,0,3.86,0,0,0,1.07,0,0,0,0.22,0.64,0,0,0,0,0,0,0.43,0,0,3.86,0,0,0,0,0,0,0,0,1.5,0.64,0,0.22,0,0,0,0,0,0,0,0,0.22,1.5,0,0.43,0,0.43,0,0,0,0.22,0.22,0,0.64,0,0,0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,7.08,0,0.43,0,0,1.5,0,0,0,0.22,0,0,0,0.64,0,0,9.87,0,16.09,0,0.22,0,0,0.22,0,0,0,0,0.43,1.29,0.86,1.29,0.43,0,0,0,0.22,0,0,0,0,0.22,0.64,0.64,0.86,0,0,0,1.29,0.43,0,0.43,0,0.43,0,0,0.43,0,0,0,0,2.36,0,0,0,3.22,0,0,0.64,0.22,0,0.43,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.22,0,0,0,0.64,0.22,0.22,0,0,0.43,0,0.43,0,0,0.43,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,1.29,0,0,0,0
"PARC1",0,0,0.58,16.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.38,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.24,0,0,0,0.38,0,0,0,2.89,0,0,0,0.19,0,0.19,0,0,0,0,3.85,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0.77,0,0,0,0,0.38,0,0,0,0.58,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0,0,0,0,0,0.19,0,0,4.43,0.19,0.19,0.77,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0.38,0,0,0,0,0.19,0,0,0.19,0.58,1.54,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0.19,0.58,0,1.54,0,0.19,0,0,0,0,0,0,0,0,0,0.58,0.58,0,0,0.58,0,0,0,0.38,0,0,0,0.19,0,0,0.19,0,0,2.12,0,0,0,0
"PENR1",0,0,0,0,0,0.81,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,3.05,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0.61,0,1.02,1.42,0,2.64,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,27.64,0.61,0.2,0,0.81,0,0,0,0,0.2,0,0,0,0,0,0,0.41,0,0.41,0,0,0,0,0,0,0,0,0,1.02,6.71,3.25,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.81,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,4.07,0,0,0,0,0,0,0,0,0.41,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,3.66,0,0,15.24,0
"RIEC1",0,0,0,6.28,0,0,0.17,0,0,0,0,0,0,0.17,0,0,0.52,0,0.17,0,0.35,0,0,0,0.7,0,0.52,0,0,0,0,0,3.14,0,0,0,0,0,0.7,0.7,0.35,0,0,0,0.35,2.09,0,0,0,0,0.7,0,1.05,0,0,0,0,0,2.79,6.81,0,0,0,1.4,0,0,0,0.17,2.44,0,0.17,0.17,0,0.87,0,0.35,0,0,2.27,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,1.05,0.17,0.17,1.4,0.35,0,1.57,0.35,0,0,0,1.4,0,0,0.35,0,0,0,0.17,0,0,0,0,0,0,4.19,0,0.7,0,0.87,0,0,0,0,0.52,0,0,0,0.35,0,0,3.66,0,0,0,1.4,0,0,1.57,0,0,0,0.17,0,4.01,2.27,0.35,0.17,0.7,1.75,0,0,0,0,0,0,0.17,0.17,0,0.52,0,0.52,0,0,0,0.35,0.52,0,0,0,0,0.7,0,0.35,0,0,0.35,0,0,0,0.17,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.7,0,0.17,0,0,0,0.52,0.35,0,0.52,0,0,0,0,0,0,0.7,0.17,0,0,0,0,0,0.87,0.17,0,0,0,0,0,0,0,0,0.35,0,0.17,0,0,0.52,0,0,0,0,0,0,0.52,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,11.69,1.05,0,0,0.7
"RLGH1",0,0,0,0.2,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0.41,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,4.1,0.82,0,0,0,0,0,0,0.41,0.62,0.41,0,0,5.33,0,0,0,0,2.25,0,1.23,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0,0.82,0,2.66,0,1.43,1.23,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.41,0,14.55,1.02,0,0,0.2,0.2,0,0,0.62,2.25,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,9.84,1.43,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1.84,0,0,2.87,0.41,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87,0.2,0,0.2,0,0.41,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0,2.46,17.21,0
"RLGH2",0,0,0,0.65,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.44,0,0,0,0,0,0,0.65,7.2,0,0,0,3.28,0,0,0,0,1.97,0,0.22,0,0,0,0,0,0,0,2.18,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.65,0.87,0,1.09,0.44,0,0.44,1.31,0,0,0.22,0.22,0.87,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0.44,0,12.66,7.86,0.22,0.22,1.09,0,0.22,0,0,1.97,0,0.44,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0.22,0.65,7.86,1.09,0,0.22,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64,2.18,0,4.15,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,4.59,0,0,0.22,0,0.22,0,0.44,0,0,0.22,0,0,0,0,0,0.44,0.22,0,0,0,0.22,0,0,0,0,0,0.65,0,0,0,0,0,0,0,1.75,0,0.65,5.68,2.18
"RONA1",0,1.99,0.18,17.36,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,0,0,0.18,0,0,0,0,0,0,1.45,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0.9,0,0,0.18,0,0,0,1.99,0,12.84,0,0,0,1.99,0.9,0,8.14,0,0,0.18,1.09,0.36,0.72,0,0.18,0,0,0.18,0,0,0,0.18,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0.18,0,0,0,0,0,0,0,0.18,0,0,4.7,0,2.35,3.62,0.9,0,0,0,0,0,0.18,0,0,0.36,0.18,0.18,0.36,0.36,0.54,0.54,2.17,0,0,0,0,0,0.54,0,0.36,0,0,0,0,0,0.18,0,0.18,0.18,0.36,0,0,0,0.36,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.36,0,1.45,0.18,0,0,0,0.54,0,0,0,0.18,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,1.09,0,0,0,0,0,0,0.18,0,0,0,0.18,0,0.9,0,0,0,3.44
"S101",0,0,0,11.72,0,0,0,0,0,0,1.05,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81,0,0,0,18.62,0.21,0,3.14,8.16,1.05,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,0,0,0,0,0,0,7.53,0,0,0,0,1.67,0,0,0,0,0,0.21,0,0,0,0.21,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,2.51,0,0,0,0,0,0,0,1.46,5.23,0.21,0,0.63,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,0,0,0,0.21,0,0.21,0,0,0,0,0,0.21,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0.21,0,0.21,0,0.21,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.21,0.42,0,0,0,0.42,0,2.51,0,0,0.42,1.88
"S11",0,0,0,0.73,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0.36,0.36,0,0.73,0,0,0,0,0,0,0,0,0,0.36,1.09,0,0,0,0.91,0,0,1.63,3.45,2,0,0,1.09,2.72,0,0,3.81,0,0,2,0.73,0.54,0,0,5.08,0,0,0,0.18,0,0,0,0,0,0,0,0.36,0.18,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.18,0,0,0,0,8.71,0,0,0.18,0,1.45,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,1.09,6.72,0,6.35,6.72,0,0,0,0,0,0,15.79,0,0,0.18,0,0,0,0.36,0,0,0,0,0,0,0,0,0.54,0,1.27,0.36,0,0,0,0.18,0.18,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0.36,0,0.18,0,0,0,2.72
"S111",0,0,0.18,1.64,0,0,0.18,0,0,0,0.37,0.37,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.37,1.28,0,0,4.56,0.55,0,0,0,0.18,0,0.37,0,0,0,0,0.91,2.92,0.18,0,0,1.28,0,0,0,3.1,0,0.18,0,1.1,0,0,0,0.18,0.73,0,0,0,0,0,0.55,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0.18,0.55,0,0.18,0.37,0,0.18,0,0,0,0,0,0,0.18,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,1.64,0.37,0.18,0.18,0.37,0.18,0,0,0,0,0,0,0,0,0,3.47,0,16.42,0,0.37,0,0,0.18,0,0.18,0,0.18,2.01,4.93,1.1,0,0,0.37,0,0,0.18,0,0,0,0,0,0.37,2.37,0,0,0.55,0,0,0,0,0.55,0.18,0.73,0.18,0,0.55,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.91,0,0,0,0,0,0,0,0,0.73,0.73,0,0.37,0,1.64,0.37,0,0,0,0,0.37,0.55,0.37,0,0,0,0,1.46,0,0.18,0,0.73,0.55,0,0,0,0,0,1.1,0.18,0,0.37,0,0.55,0,0.55,0,0.37,0.18,0,0.37,0,0,0,0.37,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0.18,0.18,0.55
"S121",0,0,0,5.86,0,0,0,0,0,0,0.55,0,0,0,0,0,0.37,0,0,0.37,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0.18,0.37,0,0,0,0,0.37,0,0,0,0,9.71,0,0.18,0,0,0,0,0,0.92,0,0.18,0,0.37,0,0,0,0.37,0,0,0,0,0,0,0.73,0,0,0.55,0.18,0,0,0,0,1.47,0,0,0,2.75,5.13,0,47.07,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.18,0.18,0,0,0,0,0,0,0,0,1.83,3.3,0,0,0,0,0,0.18,0,0,0,0,0,0.18,0.73,0,0,0.18,0,0,0,0,0.18,0.18,0,0,0,0.18,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0.55,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0,0.37
"S131",0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.16,0.48,0,0,2.41,3.06,0,0,2.73,1.12,0.32,0,0,0.64,0,0.16,0,0,0,1.77,2.89,4.02,2.09,0.8,0,0.8,6.75,0.96,0,1.29,0.16,0,0,0.32,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0.96,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.16,0,0.16,2.41,0,0,0,0,0.16,0,0,0,0,0.16,0,0.16,0,0,0,0,0,0,0,0,0,0,0,4.02,0,0,0,0.16,0,0,0,0,0,0,0,0,0.32,0,0,2.25,0,13.02,0,0,0,0,0.48,0.96,0,0,0.32,1.77,7.39,10.93,0,0,0,0,0,0.16,0,0,0,0,0,0,0.32,0,0.16,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.16,0.16,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.64,0.64,0.64,1.12,0,0.48,0,0.32,0,0.48,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,1.45,0,0,0,0.8
